period,gender,age_group,brand,ratio
2024-10-02,male,20대,게토레이,14.64
2024-10-02,male,20대,파워에이드,14.64
2024-10-02,male,20대,토레타,10.88
2024-10-02,male,20대,링티,33.05
2024-10-03,male,20대,포카리스웨트,26.29
2024-10-03,male,20대,게토레이,15.49
2024-10-03,male,20대,파워에이드,15.02
2024-10-03,male,20대,토레타,9.39
2024-10-03,male,20대,링티,33.8
2024-10-04,male,20대,포카리스웨트,28.43
2024-10-04,male,20대,게토레이,10.78
2024-10-04,male,20대,파워에이드,13.73
2024-10-04,male,20대,토레타,6.86
2024-10-04,male,20대,링티,40.2
2024-10-05,male,20대,포카리스웨트,32.97
2024-10-05,male,20대,게토레이,9.34
2024-10-05,male,20대,파워에이드,15.38
2024-10-05,male,20대,토레타,8.79
2024-10-05,male,20대,링티,33.52
2024-10-06,male,20대,포카리스웨트,30.48
2024-10-06,male,20대,게토레이,7.14
2024-10-06,male,20대,파워에이드,14.29
2024-10-06,male,20대,토레타,8.57
2024-10-06,male,20대,링티,39.52
2024-10-07,male,20대,포카리스웨트,25.11
2024-10-07,male,20대,게토레이,10.64
2024-10-07,male,20대,파워에이드,14.89
2024-10-07,male,20대,토레타,5.11
2024-10-07,male,20대,링티,44.26
2024-10-08,male,20대,포카리스웨트,27.83
2024-10-08,male,20대,게토레이,10.43
2024-10-08,male,20대,파워에이드,17.39
2024-10-08,male,20대,토레타,4.35
2024-10-08,male,20대,링티,40.0
2024-10-09,male,20대,포카리스웨트,32.42
2024-10-09,male,20대,게토레이,7.69
2024-10-09,male,20대,파워에이드,13.19
2024-10-09,male,20대,토레타,13.74
2024-10-09,male,20대,링티,32.97
2024-10-10,male,20대,포카리스웨트,23.5
2024-10-10,male,20대,게토레이,11.97
2024-10-10,male,20대,파워에이드,13.25
2024-10-10,male,20대,토레타,9.4
2024-10-10,male,20대,링티,41.88
2024-10-11,male,20대,포카리스웨트,34.15
2024-10-11,male,20대,게토레이,8.78
2024-10-11,male,20대,파워에이드,14.15
2024-10-11,male,20대,토레타,7.32
2024-10-11,male,20대,링티,35.61
2024-10-12,male,20대,포카리스웨트,29.9
2024-10-12,male,20대,게토레이,12.25
2024-10-12,male,20대,파워에이드,15.2
2024-10-12,male,20대,토레타,8.33
2024-10-12,male,20대,링티,34.31
2024-10-13,male,20대,포카리스웨트,25.84
2024-10-13,male,20대,게토레이,11.0
2024-10-13,male,20대,파워에이드,10.05
2024-10-13,male,20대,토레타,7.66
2024-10-13,male,20대,링티,45.45
2024-10-14,male,20대,포카리스웨트,27.06
2024-10-14,male,20대,게토레이,10.98
2024-10-14,male,20대,파워에이드,13.73
2024-10-14,male,20대,토레타,2.75
2024-10-14,male,20대,링티,45.49
2024-10-15,male,20대,포카리스웨트,30.33
2024-10-15,male,20대,게토레이,9.43
2024-10-15,male,20대,파워에이드,9.84
2024-10-15,male,20대,토레타,6.15
2024-10-15,male,20대,링티,44.26
2024-10-16,male,20대,포카리스웨트,27.78
2024-10-16,male,20대,게토레이,16.27
2024-10-16,male,20대,파워에이드,13.49
2024-10-16,male,20대,토레타,3.97
2024-10-16,male,20대,링티,38.49
2024-10-17,male,20대,포카리스웨트,25.64
2024-10-17,male,20대,게토레이,12.09
2024-10-17,male,20대,파워에이드,13.92
2024-10-17,male,20대,토레타,6.23
2024-10-17,male,20대,링티,42.12
2024-10-18,male,20대,포카리스웨트,27.49
2024-10-18,male,20대,게토레이,13.74
2024-10-18,male,20대,파워에이드,11.85
2024-10-18,male,20대,토레타,9.48
2024-10-18,male,20대,링티,37.44
2024-10-19,male,20대,포카리스웨트,30.73
2024-10-19,male,20대,게토레이,14.22
2024-10-19,male,20대,파워에이드,12.39
2024-10-19,male,20대,토레타,6.88
2024-10-19,male,20대,링티,35.78
2024-10-20,male,20대,포카리스웨트,25.88
2024-10-20,male,20대,게토레이,12.94
2024-10-20,male,20대,파워에이드,17.06
2024-10-20,male,20대,토레타,7.06
2024-10-20,male,20대,링티,37.06
2024-10-21,male,20대,포카리스웨트,23.79
2024-10-21,male,20대,게토레이,13.11
2024-10-21,male,20대,파워에이드,11.65
2024-10-21,male,20대,토레타,11.65
2024-10-21,male,20대,링티,39.81
2024-10-22,male,20대,포카리스웨트,26.04
2024-10-22,male,20대,게토레이,15.62
2024-10-22,male,20대,파워에이드,9.9
2024-10-22,male,20대,토레타,10.42
2024-10-22,male,20대,링티,38.02
2024-10-23,male,20대,포카리스웨트,27.56
2024-10-23,male,20대,게토레이,9.33
2024-10-23,male,20대,파워에이드,13.33
2024-10-23,male,20대,토레타,5.78
2024-10-23,male,20대,링티,44.0
2024-10-24,male,20대,포카리스웨트,26.73
2024-10-24,male,20대,게토레이,17.82
2024-10-24,male,20대,파워에이드,14.36
2024-10-24,male,20대,토레타,5.94
2024-10-24,male,20대,링티,35.15
2024-10-25,male,20대,포카리스웨트,25.97
2024-10-25,male,20대,게토레이,12.71
2024-10-25,male,20대,파워에이드,14.36
2024-10-25,male,20대,토레타,8.84
2024-10-25,male,20대,링티,38.12
2024-10-26,male,20대,포카리스웨트,30.46
2024-10-26,male,20대,게토레이,13.79
2024-10-26,male,20대,파워에이드,9.77
2024-10-26,male,20대,토레타,8.62
2024-10-26,male,20대,링티,37.36
2024-10-27,male,20대,포카리스웨트,26.74
2024-10-27,male,20대,게토레이,11.23
2024-10-27,male,20대,파워에이드,11.76
2024-10-27,male,20대,토레타,9.63
2024-10-27,male,20대,링티,40.64
2024-10-28,male,20대,포카리스웨트,30.09
2024-10-28,male,20대,게토레이,13.89
2024-10-28,male,20대,파워에이드,15.74
2024-10-28,male,20대,토레타,4.17
2024-10-28,male,20대,링티,36.11
2024-10-29,male,20대,포카리스웨트,25.73
2024-10-29,male,20대,게토레이,16.6
2024-10-29,male,20대,파워에이드,8.3
2024-10-29,male,20대,토레타,9.13
2024-10-29,male,20대,링티,40.25
2024-10-30,male,20대,포카리스웨트,32.42
2024-10-30,male,20대,게토레이,10.96
2024-10-30,male,20대,파워에이드,13.7
2024-10-30,male,20대,토레타,10.05
2024-10-30,male,20대,링티,32.88
2024-10-31,male,20대,포카리스웨트,25.26
2024-10-31,male,20대,게토레이,14.95
2024-10-31,male,20대,파워에이드,10.82
2024-10-31,male,20대,토레타,7.73
2024-10-31,male,20대,링티,41.24
2024-11-01,male,20대,포카리스웨트,27.57
2024-11-01,male,20대,게토레이,13.08
2024-11-01,male,20대,파워에이드,12.62
2024-11-01,male,20대,토레타,8.41
2024-11-01,male,20대,링티,38.32
2024-11-02,male,20대,포카리스웨트,28.26
2024-11-02,male,20대,게토레이,9.78
2024-11-02,male,20대,파워에이드,16.3
2024-11-02,male,20대,토레타,9.78
2024-11-02,male,20대,링티,35.87
2024-11-03,male,20대,포카리스웨트,29.75
2024-11-03,male,20대,게토레이,10.76
2024-11-03,male,20대,파워에이드,12.03
2024-11-03,male,20대,토레타,10.76
2024-11-03,male,20대,링티,36.71
2024-11-04,male,20대,포카리스웨트,30.74
2024-11-04,male,20대,게토레이,10.39
2024-11-04,male,20대,파워에이드,18.61
2024-11-04,male,20대,토레타,10.39
2024-11-04,male,20대,링티,29.87
2024-11-05,male,20대,포카리스웨트,29.7
2024-11-05,male,20대,게토레이,7.43
2024-11-05,male,20대,파워에이드,18.81
2024-11-05,male,20대,토레타,6.44
2024-11-05,male,20대,링티,37.62
2024-11-06,male,20대,포카리스웨트,26.15
2024-11-06,male,20대,게토레이,10.26
2024-11-06,male,20대,파워에이드,15.9
2024-11-06,male,20대,토레타,8.72
2024-11-06,male,20대,링티,38.97
2024-11-07,male,20대,포카리스웨트,30.85
2024-11-07,male,20대,게토레이,11.7
2024-11-07,male,20대,파워에이드,14.36
2024-11-07,male,20대,토레타,10.11
2024-11-07,male,20대,링티,32.98
2024-11-08,male,20대,포카리스웨트,30.43
2024-11-08,male,20대,게토레이,9.32
2024-11-08,male,20대,파워에이드,20.5
2024-11-08,male,20대,토레타,8.7
2024-11-08,male,20대,링티,31.06
2024-11-09,male,20대,포카리스웨트,26.58
2024-11-09,male,20대,게토레이,9.49
2024-11-09,male,20대,파워에이드,8.86
2024-11-09,male,20대,토레타,13.92
2024-11-09,male,20대,링티,41.14
2024-11-10,male,20대,포카리스웨트,34.52
2024-11-10,male,20대,게토레이,9.14
2024-11-10,male,20대,파워에이드,14.72
2024-11-10,male,20대,토레타,7.61
2024-11-10,male,20대,링티,34.01
2024-11-11,male,20대,포카리스웨트,33.93
2024-11-11,male,20대,게토레이,8.48
2024-11-11,male,20대,파워에이드,15.18
2024-11-11,male,20대,토레타,5.8
2024-11-11,male,20대,링티,36.61
2024-11-12,male,20대,포카리스웨트,29.63
2024-11-12,male,20대,게토레이,12.04
2024-11-12,male,20대,파워에이드,14.81
2024-11-12,male,20대,토레타,10.65
2024-11-12,male,20대,링티,32.87
2024-11-13,male,20대,포카리스웨트,31.87
2024-11-13,male,20대,게토레이,9.34
2024-11-13,male,20대,파워에이드,16.48
2024-11-13,male,20대,토레타,8.24
2024-11-13,male,20대,링티,34.07
2024-11-14,male,20대,포카리스웨트,30.36
2024-11-14,male,20대,게토레이,7.14
2024-11-14,male,20대,파워에이드,16.07
2024-11-14,male,20대,토레타,9.52
2024-11-14,male,20대,링티,36.9
2024-11-15,male,20대,포카리스웨트,33.87
2024-11-15,male,20대,게토레이,12.37
2024-11-15,male,20대,파워에이드,10.22
2024-11-15,male,20대,토레타,5.38
2024-11-15,male,20대,링티,38.17
2024-11-16,male,20대,포카리스웨트,34.03
2024-11-16,male,20대,게토레이,12.57
2024-11-16,male,20대,파워에이드,12.57
2024-11-16,male,20대,토레타,8.38
2024-11-16,male,20대,링티,32.46
2024-11-17,male,20대,포카리스웨트,29.45
2024-11-17,male,20대,게토레이,11.66
2024-11-17,male,20대,파워에이드,15.34
2024-11-17,male,20대,토레타,9.2
2024-11-17,male,20대,링티,34.36
2024-11-18,male,20대,포카리스웨트,29.57
2024-11-18,male,20대,게토레이,11.83
2024-11-18,male,20대,파워에이드,12.9
2024-11-18,male,20대,토레타,8.6
2024-11-18,male,20대,링티,37.1
2024-11-19,male,20대,포카리스웨트,25.51
2024-11-19,male,20대,게토레이,10.71
2024-11-19,male,20대,파워에이드,14.8
2024-11-19,male,20대,토레타,8.16
2024-11-19,male,20대,링티,40.82
2024-11-20,male,20대,포카리스웨트,24.17
2024-11-20,male,20대,게토레이,16.59
2024-11-20,male,20대,파워에이드,17.54
2024-11-20,male,20대,토레타,13.27
2024-11-20,male,20대,링티,28.44
2024-11-21,male,20대,포카리스웨트,36.41
2024-11-21,male,20대,게토레이,5.64
2024-11-21,male,20대,파워에이드,13.33
2024-11-21,male,20대,토레타,9.23
2024-11-21,male,20대,링티,35.38
2024-11-22,male,20대,포카리스웨트,36.99
2024-11-22,male,20대,게토레이,14.45
2024-11-22,male,20대,파워에이드,8.09
2024-11-22,male,20대,토레타,8.09
2024-11-22,male,20대,링티,32.37
2024-11-23,male,20대,포카리스웨트,31.03
2024-11-23,male,20대,게토레이,10.34
2024-11-23,male,20대,파워에이드,22.76
2024-11-23,male,20대,토레타,6.9
2024-11-23,male,20대,링티,28.97
2024-11-24,male,20대,포카리스웨트,37.72
2024-11-24,male,20대,게토레이,14.37
2024-11-24,male,20대,파워에이드,10.78
2024-11-24,male,20대,토레타,8.98
2024-11-24,male,20대,링티,28.14
2024-11-25,male,20대,포카리스웨트,23.44
2024-11-25,male,20대,게토레이,14.35
2024-11-25,male,20대,파워에이드,13.4
2024-11-25,male,20대,토레타,11.0
2024-11-25,male,20대,링티,37.8
2024-11-26,male,20대,포카리스웨트,32.75
2024-11-26,male,20대,게토레이,9.94
2024-11-26,male,20대,파워에이드,12.87
2024-11-26,male,20대,토레타,8.77
2024-11-26,male,20대,링티,35.67
2024-11-27,male,20대,포카리스웨트,28.65
2024-11-27,male,20대,게토레이,16.96
2024-11-27,male,20대,파워에이드,18.71
2024-11-27,male,20대,토레타,6.43
2024-11-27,male,20대,링티,29.24
2024-11-28,male,20대,포카리스웨트,31.41
2024-11-28,male,20대,게토레이,9.42
2024-11-28,male,20대,파워에이드,17.8
2024-11-28,male,20대,토레타,9.95
2024-11-28,male,20대,링티,31.41
2024-11-29,male,20대,포카리스웨트,35.67
2024-11-29,male,20대,게토레이,10.19
2024-11-29,male,20대,파워에이드,10.83
2024-11-29,male,20대,토레타,5.1
2024-11-29,male,20대,링티,38.22
2024-11-30,male,20대,포카리스웨트,30.41
2024-11-30,male,20대,게토레이,9.46
2024-11-30,male,20대,파워에이드,13.51
2024-11-30,male,20대,토레타,7.43
2024-11-30,male,20대,링티,39.19
2024-12-01,male,20대,포카리스웨트,33.33
2024-12-01,male,20대,게토레이,12.28
2024-12-01,male,20대,파워에이드,14.62
2024-12-01,male,20대,토레타,9.36
2024-12-01,male,20대,링티,30.41
2024-12-02,male,20대,포카리스웨트,28.28
2024-12-02,male,20대,게토레이,11.11
2024-12-02,male,20대,파워에이드,14.14
2024-12-02,male,20대,토레타,6.06
2024-12-02,male,20대,링티,40.4
2024-12-03,male,20대,포카리스웨트,26.97
2024-12-03,male,20대,게토레이,11.24
2024-12-03,male,20대,파워에이드,13.48
2024-12-03,male,20대,토레타,9.55
2024-12-03,male,20대,링티,38.76
2024-12-04,male,20대,포카리스웨트,38.55
2024-12-04,male,20대,게토레이,10.61
2024-12-04,male,20대,파워에이드,17.32
2024-12-04,male,20대,토레타,7.82
2024-12-04,male,20대,링티,25.7
2024-12-05,male,20대,포카리스웨트,29.89
2024-12-05,male,20대,게토레이,9.2
2024-12-05,male,20대,파워에이드,13.22
2024-12-05,male,20대,토레타,2.87
2024-12-05,male,20대,링티,44.83
2024-12-06,male,20대,포카리스웨트,25.15
2024-12-06,male,20대,게토레이,13.77
2024-12-06,male,20대,파워에이드,9.58
2024-12-06,male,20대,토레타,11.98
2024-12-06,male,20대,링티,39.52
2024-12-07,male,20대,포카리스웨트,35.42
2024-12-07,male,20대,게토레이,6.25
2024-12-07,male,20대,파워에이드,18.06
2024-12-07,male,20대,토레타,5.56
2024-12-07,male,20대,링티,34.72
2024-12-08,male,20대,포카리스웨트,36.48
2024-12-08,male,20대,게토레이,16.98
2024-12-08,male,20대,파워에이드,11.95
2024-12-08,male,20대,토레타,6.92
2024-12-08,male,20대,링티,27.67
2024-12-09,male,20대,포카리스웨트,25.34
2024-12-09,male,20대,게토레이,14.38
2024-12-09,male,20대,파워에이드,18.49
2024-12-09,male,20대,토레타,6.85
2024-12-09,male,20대,링티,34.93
2024-12-10,male,20대,포카리스웨트,30.35
2024-12-10,male,20대,게토레이,9.95
2024-12-10,male,20대,파워에이드,9.95
2024-12-10,male,20대,토레타,9.45
2024-12-10,male,20대,링티,40.3
2024-12-11,male,20대,포카리스웨트,27.89
2024-12-11,male,20대,게토레이,16.32
2024-12-11,male,20대,파워에이드,13.16
2024-12-11,male,20대,토레타,7.37
2024-12-11,male,20대,링티,35.26
2024-12-12,male,20대,포카리스웨트,28.81
2024-12-12,male,20대,게토레이,12.43
2024-12-12,male,20대,파워에이드,14.69
2024-12-12,male,20대,토레타,9.6
2024-12-12,male,20대,링티,34.46
2024-12-13,male,20대,포카리스웨트,33.11
2024-12-13,male,20대,게토레이,10.14
2024-12-13,male,20대,파워에이드,13.51
2024-12-13,male,20대,토레타,9.46
2024-12-13,male,20대,링티,33.78
2024-12-14,male,20대,포카리스웨트,29.59
2024-12-14,male,20대,게토레이,8.88
2024-12-14,male,20대,파워에이드,15.98
2024-12-14,male,20대,토레타,10.65
2024-12-14,male,20대,링티,34.91
2024-12-15,male,20대,포카리스웨트,29.52
2024-12-15,male,20대,게토레이,15.06
2024-12-15,male,20대,파워에이드,15.66
2024-12-15,male,20대,토레타,7.83
2024-12-15,male,20대,링티,31.93
2024-12-16,male,20대,포카리스웨트,32.03
2024-12-16,male,20대,게토레이,10.46
2024-12-16,male,20대,파워에이드,13.73
2024-12-16,male,20대,토레타,5.88
2024-12-16,male,20대,링티,37.91
2024-12-17,male,20대,포카리스웨트,34.71
2024-12-17,male,20대,게토레이,8.24
2024-12-17,male,20대,파워에이드,12.35
2024-12-17,male,20대,토레타,5.29
2024-12-17,male,20대,링티,39.41
2024-12-18,male,20대,포카리스웨트,29.17
2024-12-18,male,20대,게토레이,14.88
2024-12-18,male,20대,파워에이드,8.93
2024-12-18,male,20대,토레타,8.93
2024-12-18,male,20대,링티,38.1
2024-12-19,male,20대,포카리스웨트,34.1
2024-12-19,male,20대,게토레이,11.56
2024-12-19,male,20대,파워에이드,15.61
2024-12-19,male,20대,토레타,6.94
2024-12-19,male,20대,링티,31.79
2024-12-20,male,20대,포카리스웨트,34.5
2024-12-20,male,20대,게토레이,13.45
2024-12-20,male,20대,파워에이드,11.11
2024-12-20,male,20대,토레타,5.85
2024-12-20,male,20대,링티,35.09
2024-12-21,male,20대,포카리스웨트,32.7
2024-12-21,male,20대,게토레이,13.84
2024-12-21,male,20대,파워에이드,10.06
2024-12-21,male,20대,토레타,8.81
2024-12-21,male,20대,링티,34.59
2024-12-22,male,20대,포카리스웨트,30.38
2024-12-22,male,20대,게토레이,9.49
2024-12-22,male,20대,파워에이드,17.09
2024-12-22,male,20대,토레타,10.13
2024-12-22,male,20대,링티,32.91
2024-12-23,male,20대,포카리스웨트,36.23
2024-12-23,male,20대,게토레이,9.42
2024-12-23,male,20대,파워에이드,14.49
2024-12-23,male,20대,토레타,7.25
2024-12-23,male,20대,링티,32.61
2024-12-24,male,20대,포카리스웨트,28.75
2024-12-24,male,20대,게토레이,13.12
2024-12-24,male,20대,파워에이드,13.12
2024-12-24,male,20대,토레타,13.75
2024-12-24,male,20대,링티,31.25
2024-12-25,male,20대,포카리스웨트,36.36
2024-12-25,male,20대,게토레이,6.61
2024-12-25,male,20대,파워에이드,19.01
2024-12-25,male,20대,토레타,10.74
2024-12-25,male,20대,링티,27.27
2024-12-26,male,20대,포카리스웨트,38.6
2024-12-26,male,20대,게토레이,10.53
2024-12-26,male,20대,파워에이드,12.87
2024-12-26,male,20대,토레타,5.85
2024-12-26,male,20대,링티,32.16
2024-12-27,male,20대,포카리스웨트,36.91
2024-12-27,male,20대,게토레이,8.05
2024-12-27,male,20대,파워에이드,13.42
2024-12-27,male,20대,토레타,7.38
2024-12-27,male,20대,링티,34.23
2024-12-28,male,20대,포카리스웨트,42.31
2024-12-28,male,20대,게토레이,12.31
2024-12-28,male,20대,파워에이드,16.15
2024-12-28,male,20대,토레타,4.62
2024-12-28,male,20대,링티,24.62
2024-12-29,male,20대,포카리스웨트,36.02
2024-12-29,male,20대,게토레이,9.94
2024-12-29,male,20대,파워에이드,16.77
2024-12-29,male,20대,토레타,7.45
2024-12-29,male,20대,링티,29.81
2024-12-30,male,20대,포카리스웨트,38.92
2024-12-30,male,20대,게토레이,8.98
2024-12-30,male,20대,파워에이드,11.98
2024-12-30,male,20대,토레타,2.4
2024-12-30,male,20대,링티,37.72
2024-12-31,male,20대,포카리스웨트,39.73
2024-12-31,male,20대,게토레이,5.48
2024-12-31,male,20대,파워에이드,13.7
2024-12-31,male,20대,토레타,7.53
2024-12-31,male,20대,링티,33.56
2025-01-01,male,20대,포카리스웨트,31.94
2025-01-01,male,20대,게토레이,11.81
2025-01-01,male,20대,파워에이드,12.5
2025-01-01,male,20대,토레타,9.03
2025-01-01,male,20대,링티,34.72
2025-01-02,male,20대,포카리스웨트,39.66
2025-01-02,male,20대,게토레이,7.82
2025-01-02,male,20대,파워에이드,7.26
2025-01-02,male,20대,토레타,8.38
2025-01-02,male,20대,링티,36.87
2025-01-03,male,20대,포카리스웨트,27.6
2025-01-03,male,20대,게토레이,10.94
2025-01-03,male,20대,파워에이드,15.62
2025-01-03,male,20대,토레타,6.25
2025-01-03,male,20대,링티,39.58
2025-01-04,male,20대,포카리스웨트,39.49
2025-01-04,male,20대,게토레이,11.28
2025-01-04,male,20대,파워에이드,18.97
2025-01-04,male,20대,토레타,5.64
2025-01-04,male,20대,링티,24.62
2025-01-05,male,20대,포카리스웨트,40.91
2025-01-05,male,20대,게토레이,10.8
2025-01-05,male,20대,파워에이드,15.34
2025-01-05,male,20대,토레타,7.95
2025-01-05,male,20대,링티,25.0
2025-01-06,male,20대,포카리스웨트,40.41
2025-01-06,male,20대,게토레이,9.33
2025-01-06,male,20대,파워에이드,12.44
2025-01-06,male,20대,토레타,5.7
2025-01-06,male,20대,링티,32.12
2025-01-07,male,20대,포카리스웨트,38.1
2025-01-07,male,20대,게토레이,8.47
2025-01-07,male,20대,파워에이드,13.23
2025-01-07,male,20대,토레타,7.94
2025-01-07,male,20대,링티,32.28
2025-01-08,male,20대,포카리스웨트,29.51
2025-01-08,male,20대,게토레이,13.11
2025-01-08,male,20대,파워에이드,15.85
2025-01-08,male,20대,토레타,10.38
2025-01-08,male,20대,링티,31.15
2025-01-09,male,20대,포카리스웨트,33.94
2025-01-09,male,20대,게토레이,7.88
2025-01-09,male,20대,파워에이드,11.52
2025-01-09,male,20대,토레타,14.55
2025-01-09,male,20대,링티,32.12
2025-01-10,male,20대,포카리스웨트,32.12
2025-01-10,male,20대,게토레이,15.15
2025-01-10,male,20대,파워에이드,12.12
2025-01-10,male,20대,토레타,7.27
2025-01-10,male,20대,링티,33.33
2025-01-11,male,20대,포카리스웨트,37.06
2025-01-11,male,20대,게토레이,12.35
2025-01-11,male,20대,파워에이드,11.18
2025-01-11,male,20대,토레타,7.06
2025-01-11,male,20대,링티,32.35
2025-01-12,male,20대,포카리스웨트,39.6
2025-01-12,male,20대,게토레이,4.03
2025-01-12,male,20대,파워에이드,18.12
2025-01-12,male,20대,토레타,6.71
2025-01-12,male,20대,링티,31.54
2025-01-13,male,20대,포카리스웨트,34.78
2025-01-13,male,20대,게토레이,9.24
2025-01-13,male,20대,파워에이드,11.41
2025-01-13,male,20대,토레타,7.61
2025-01-13,male,20대,링티,36.96
2025-01-14,male,20대,포카리스웨트,36.36
2025-01-14,male,20대,게토레이,7.95
2025-01-14,male,20대,파워에이드,12.5
2025-01-14,male,20대,토레타,9.66
2025-01-14,male,20대,링티,33.52
2025-01-15,male,20대,포카리스웨트,31.52
2025-01-15,male,20대,게토레이,8.7
2025-01-15,male,20대,파워에이드,14.67
2025-01-15,male,20대,토레타,13.59
2025-01-15,male,20대,링티,31.52
2025-01-16,male,20대,포카리스웨트,29.53
2025-01-16,male,20대,게토레이,7.77
2025-01-16,male,20대,파워에이드,11.92
2025-01-16,male,20대,토레타,8.29
2025-01-16,male,20대,링티,42.49
2025-01-17,male,20대,포카리스웨트,35.39
2025-01-17,male,20대,게토레이,12.36
2025-01-17,male,20대,파워에이드,18.54
2025-01-17,male,20대,토레타,5.62
2025-01-17,male,20대,링티,28.09
2025-01-18,male,20대,포카리스웨트,33.71
2025-01-18,male,20대,게토레이,11.43
2025-01-18,male,20대,파워에이드,19.43
2025-01-18,male,20대,토레타,7.43
2025-01-18,male,20대,링티,28.0
2025-01-19,male,20대,포카리스웨트,40.48
2025-01-19,male,20대,게토레이,16.07
2025-01-19,male,20대,파워에이드,11.9
2025-01-19,male,20대,토레타,2.98
2025-01-19,male,20대,링티,28.57
2025-01-20,male,20대,포카리스웨트,33.33
2025-01-20,male,20대,게토레이,11.94
2025-01-20,male,20대,파워에이드,11.44
2025-01-20,male,20대,토레타,5.97
2025-01-20,male,20대,링티,37.31
2025-01-21,male,20대,포카리스웨트,39.23
2025-01-21,male,20대,게토레이,12.44
2025-01-21,male,20대,파워에이드,7.18
2025-01-21,male,20대,토레타,5.74
2025-01-21,male,20대,링티,35.41
2025-01-22,male,20대,포카리스웨트,33.33
2025-01-22,male,20대,게토레이,5.56
2025-01-22,male,20대,파워에이드,14.81
2025-01-22,male,20대,토레타,8.02
2025-01-22,male,20대,링티,38.27
2025-01-23,male,20대,포카리스웨트,33.87
2025-01-23,male,20대,게토레이,7.53
2025-01-23,male,20대,파워에이드,13.98
2025-01-23,male,20대,토레타,4.3
2025-01-23,male,20대,링티,40.32
2025-01-24,male,20대,포카리스웨트,34.36
2025-01-24,male,20대,게토레이,7.36
2025-01-24,male,20대,파워에이드,13.5
2025-01-24,male,20대,토레타,9.2
2025-01-24,male,20대,링티,35.58
2025-01-25,male,20대,포카리스웨트,39.71
2025-01-25,male,20대,게토레이,3.68
2025-01-25,male,20대,파워에이드,6.62
2025-01-25,male,20대,토레타,11.03
2025-01-25,male,20대,링티,38.97
2025-01-26,male,20대,포카리스웨트,27.74
2025-01-26,male,20대,게토레이,11.68
2025-01-26,male,20대,파워에이드,16.79
2025-01-26,male,20대,토레타,7.3
2025-01-26,male,20대,링티,36.5
2025-01-27,male,20대,포카리스웨트,31.9
2025-01-27,male,20대,게토레이,11.21
2025-01-27,male,20대,파워에이드,10.34
2025-01-27,male,20대,토레타,5.17
2025-01-27,male,20대,링티,41.38
2025-01-28,male,20대,포카리스웨트,37.74
2025-01-28,male,20대,게토레이,8.49
2025-01-28,male,20대,파워에이드,17.92
2025-01-28,male,20대,토레타,3.77
2025-01-28,male,20대,링티,32.08
2025-01-29,male,20대,포카리스웨트,38.27
2025-01-29,male,20대,게토레이,10.49
2025-01-29,male,20대,파워에이드,8.02
2025-01-29,male,20대,토레타,10.49
2025-01-29,male,20대,링티,32.72
2025-01-30,male,20대,포카리스웨트,34.21
2025-01-30,male,20대,게토레이,14.04
2025-01-30,male,20대,파워에이드,7.02
2025-01-30,male,20대,토레타,8.77
2025-01-30,male,20대,링티,35.96
2025-01-31,male,20대,포카리스웨트,39.16
2025-01-31,male,20대,게토레이,10.24
2025-01-31,male,20대,파워에이드,13.25
2025-01-31,male,20대,토레타,13.25
2025-01-31,male,20대,링티,24.1
2025-02-01,male,20대,포카리스웨트,36.0
2025-02-01,male,20대,게토레이,5.71
2025-02-01,male,20대,파워에이드,13.71
2025-02-01,male,20대,토레타,8.0
2025-02-01,male,20대,링티,36.57
2025-02-02,male,20대,포카리스웨트,36.26
2025-02-02,male,20대,게토레이,9.89
2025-02-02,male,20대,파워에이드,15.38
2025-02-02,male,20대,토레타,8.24
2025-02-02,male,20대,링티,30.22
2025-02-03,male,20대,포카리스웨트,42.5
2025-02-03,male,20대,게토레이,6.5
2025-02-03,male,20대,파워에이드,13.5
2025-02-03,male,20대,토레타,7.0
2025-02-03,male,20대,링티,30.5
2025-02-04,male,20대,포카리스웨트,32.35
2025-02-04,male,20대,게토레이,4.12
2025-02-04,male,20대,파워에이드,14.71
2025-02-04,male,20대,토레타,6.47
2025-02-04,male,20대,링티,42.35
2025-02-05,male,20대,포카리스웨트,34.5
2025-02-05,male,20대,게토레이,12.28
2025-02-05,male,20대,파워에이드,11.11
2025-02-05,male,20대,토레타,4.68
2025-02-05,male,20대,링티,37.43
2025-02-06,male,20대,포카리스웨트,34.84
2025-02-06,male,20대,게토레이,9.68
2025-02-06,male,20대,파워에이드,12.9
2025-02-06,male,20대,토레타,7.1
2025-02-06,male,20대,링티,35.48
2025-02-07,male,20대,포카리스웨트,33.77
2025-02-07,male,20대,게토레이,14.29
2025-02-07,male,20대,파워에이드,15.58
2025-02-07,male,20대,토레타,5.19
2025-02-07,male,20대,링티,31.17
2025-02-08,male,20대,포카리스웨트,35.93
2025-02-08,male,20대,게토레이,11.98
2025-02-08,male,20대,파워에이드,16.17
2025-02-08,male,20대,토레타,5.99
2025-02-08,male,20대,링티,29.94
2025-02-09,male,20대,포카리스웨트,38.24
2025-02-09,male,20대,게토레이,4.41
2025-02-09,male,20대,파워에이드,12.5
2025-02-09,male,20대,토레타,8.09
2025-02-09,male,20대,링티,36.76
2025-02-10,male,20대,포카리스웨트,32.74
2025-02-10,male,20대,게토레이,13.69
2025-02-10,male,20대,파워에이드,14.29
2025-02-10,male,20대,토레타,8.33
2025-02-10,male,20대,링티,30.95
